,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8561111111,2.7383333333,2.7972222222,3.0327777778,51.0566666667,51.5572222222,45.5505555556,45.5505555556,180.2,171.3666666667,162.5333333333,160.7666666667,333.54,278.46,299.88,302.94,336.6,329.8,319.6,343.4,437.1,466.24,485.6666666667,480.81,540.9444444444,535.8888888889,546,510.6111111111,467.1,539.76,487.86,560.52,333.84,321.36,308.88,299.52,148.8,150.35,153.45,155,24.48,21.76,23.12,21.9866666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6794444444,3.0916666667,2.8855555556,2.7383333333,70.8402777778,65.2291666667,68.0347222222,68.7361111111,173.6127777778,154.4994444444,157.685,148.1283333333,279.7822222222,276.7411111111,288.9055555556,319.3166666667,379.8333333333,349.4466666667,398.825,360.8416666667,462.075,523.685,487.7458333333,498.0141666667,431.2458333333,466.8125,453.475,435.6916666667,440.64,453.6,440.64,453.6,242.4644444444,200.2,242.4644444444,238.0155555556,82.9883333333,86.275,87.0966666667,86.275,8.4066666667,8.6491666667,8.245,8.0833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2355555556,30.6411111111,30.6411111111,26.9866666667,111.24,98.28,102.6,102.6,152.0475,164.3341666667,152.0475,156.655,107.7844444444,103.6388888889,105.7116666667,111.93,70.6694444444,81.0838888889,69.1816666667,78.8522222222,69.7538888889,67.7797222222,67.7797222222,60.5411111111,42.1411111111,46.0511111111,47.3544444444,42.5755555556,21.0577777778,22.66,22.4311111111,21.2866666667,5.3588888889,4.7016666667,5.1566666667,4.7522222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,2.8311111111,2.9466666667,3.0911111111,115.8933333333,109.8572222222,130.38,121.9294444444,110.4,123.05,111.55,104.65,390.3088888889,367.1222222222,390.3088888889,405.7666666667,431.34,395.395,403.3827777778,399.3888888889,511.98,526.47,526.47,483,420.7022222222,429.6533333333,438.6044444444,443.08,455,540.9444444444,546,475.2222222222,341.85,357.0433333333,360.8416666667,372.2366666667,160.8930555556,159.125,160.8930555556,173.2694444444,21.9066666667,20.0466666667,18.6,20.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0622222222,2.7088888889,2.7677777778,2.7088888889,76.5916666667,78.0505555556,65.65,74.4033333333,222.75,243,204.75,216,384.9166666667,380.7777777778,434.5833333333,426.3055555556,582.8527777778,566.3569444444,571.8555555556,527.8666666667,588.4666666667,546,570.2666666667,594.5333333333,535.5427777778,546.4722222222,508.2191666667,491.825,464.8,455.9466666667,398.4,451.52,350.2,309,370.8,363.9333333333,154.0555555556,162.25,177,167.1666666667,22.6780555556,22.0538888889,18.9330555556,20.8055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.6291666667,41.2,40.7708333333,46.7791666667,82.0333333333,69.7666666667,69,83.5666666667,123.9713888889,125.2494444444,117.5811111111,122.6933333333,211.325,230.1094444444,218.3691666667,253.59,296.82,324.36,296.82,315.18,394.6405555556,374.5058333333,378.5327777778,362.425,263.5,280.5,294.6666666667,269.1666666667,297.67,262.99,306.34,283.22,108.1888888889,108.1888888889,123.6444444444,114.1333333333,15,14.85,13.65,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.8,72.1,64.4,70,229.0988888889,218.3933333333,224.8166666667,222.6755555556,393.3,442.98,385.02,385.02,474.0733333333,474.0733333333,497.3122222222,483.3688888889,509.44,477.6,530.6666666667,557.2,574.1666666667,498.3333333333,541.6666666667,547.0833333333,452.9875,427.1025,409.8458333333,440.045,290.5680555556,311.9783333333,315.0369444444,290.5680555556,155.1666666667,150.4166666667,150.4166666667,163.0833333333,16.6366666667,17.3522222222,18.7833333333,16.8155555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6677777778,2.6405555556,2.7766666667,2.6677777778,69.96,58.9477777778,64.13,59.5955555556,213.85,249.1,239.7,213.85,332.2683333333,274.35,298.7366666667,301.785,262.5066666667,276.7733333333,279.6266666667,271.0666666667,614.25,625.95,567.45,532.35,466.62,470.9405555556,406.1322222222,393.1705555556,259.0566666667,275.9516666667,253.425,281.5833333333,151.525,145.4027777778,159.1777777778,139.2805555556,76.2375,65.55,71.25,65.55,7.4416666667,7.125,7.6,7.3625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.6505555556,54.6505555556,61.8572222222,64.86,209.25,205.375,195.6875,211.1875,405.48,394.2166666667,382.9533333333,386.7077777778,426.725,445.6905555556,474.1388888889,459.9147222222,561.6233333333,578.1416666667,578.1416666667,572.6355555556,441.8555555556,497.6688888889,455.8088888889,493.0177777778,413.3705555556,409.2777777778,433.8344444444,442.02,352.6755555556,369.6311111111,359.4577777778,332.3288888889,149.8,149.8,145.6,131.6,17.675,18.18,16.4966666667,18.3483333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.7222222222,66,66,55,160.425,172.5,156.975,172.5,382.7777777778,346.6666666667,332.2222222222,368.3333333333,513.3325,455.7625,455.7625,446.1675,576.0166666667,570.6333333333,532.95,538.3333333333,582.5444444444,599.3486111111,520.9291666667,604.95,413.2588888889,381.1611111111,409.2466666667,397.21,337.0211111111,371.7655555556,378.7144444444,330.0722222222,140.3733333333,158.2933333333,143.36,149.3333333333,22.0538888889,21.6416666667,19.9927777778,18.9622222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
