Buy,Battery,Predict,Real,Sell,Weather
39.66414458282035,2131.740292816529,58.79217592592707,58.79217592592707,21.91309869439782,1.0
60.2381759803848,2370.670016791085,53.871714409721875,53.871714409721875,34.12973567006156,1.0
86.95152787538389,2247.313201086431,12.018809317130213,12.018809317130213,13.973893924993197,2.0
55.19689838885,2394.248363733275,63.5705135995375,63.5705135995375,42.42363336442437,0.0
50.73777316011812,2401.7261166570183,65.90057146990782,65.90057146990782,44.09112539319833,0.0
45.62128394251011,2074.115958380364,36.84475694444479,36.84475694444479,4.22031215939072,0.9895833333333334
39.53243726700561,2149.892300891244,68.22446325231404,68.22446325231404,30.022349601184814,0.010416666666666666
40.47776423541095,2127.515543294852,46.79473379629477,46.79473379629477,11.88295829424211,0.9895833333333334
40.46312851419481,2132.84318975767,60.426679687500005,60.426679687500005,23.013605085132696,1.0
37.19618813851486,2142.5174950221262,61.91872829861041,61.91872829861041,24.70024223052785,1.0
58.705867914608866,2328.78135544469,36.340118634259376,36.340118634259376,19.402384505347715,0.9895833333333334
40.68134066965643,2153.4487230223613,65.84934027777759,65.84934027777759,28.566733553730014,0.010416666666666666
39.6595970193961,2150.499667449783,51.51765335648229,51.51765335648229,16.271306468210778,0.9895833333333334
39.019014103683915,2144.371123358444,61.200517939814574,61.200517939814574,24.41591615217423,1.0
42.9076703881753,2118.713931180298,46.81518518518438,46.81518518518438,13.17387385939073,1.0
41.11355342299931,2127.3894344540845,69.23872395833281,69.23872395833281,29.94588820010114,0.0
42.73371955638323,2122.3351704897573,51.40282552083332,51.40282552083332,19.087468738057083,0.9895833333333334
60.2259651877786,2343.967517741154,38.13520978009219,38.13520978009219,20.799842210864863,1.0
50.73766226176381,2079.6114316444437,34.45798900463125,34.45798900463125,4.089872364387692,1.0
38.5743019659711,2142.1397082629665,65.56855468750052,65.56855468750052,27.696101354713175,0.010416666666666666
46.80756148051731,2056.959154933082,28.88221788194531,28.88221788194531,0.17598433665034463,0.9895833333333334
39.20950278190733,2130.8528279676525,53.33079571759378,53.33079571759378,16.723945895806747,1.0
39.03672447831632,2138.2137763148107,56.3832103587969,56.3832103587969,22.269076108134765,1.0
52.63217517260526,2367.2658734290467,65.7519936342594,65.7519936342594,41.1538145826361,0.010416666666666666
87.25036842925927,2245.889177730502,12.800930266204164,12.800930266204164,14.447017888006846,1.9791666666666667
70.64796549021442,2236.9506851257006,25.450182291665623,25.450182291665623,14.012516289320862,1.9791666666666667
39.000017577790125,2151.043637051634,67.96499710648072,67.96499710648072,31.36866871264222,0.020833333333333332
75.48736328410529,2263.2595103929584,18.29697048611146,18.29697048611146,14.031827471484627,1.9791666666666667
39.36201398404334,2139.6877486048184,62.856791087963046,62.856791087963046,26.658620089185316,0.020833333333333332
85.05102852918348,2223.3314107158517,4.354312789352083,4.354312789352083,11.486372005181877,1.9791666666666667
57.05121601127732,2345.121984765315,50.756983506944266,50.756983506944266,31.434576005277886,0.9895833333333334
48.15941572558426,2107.630118876648,32.88780960648073,32.88780960648073,4.645425702945171,1.0
43.475695058194695,2114.8165762174453,43.39700954861095,43.39700954861095,12.15029327132043,1.0
65.50967732243267,2168.7098445603524,20.549918981480207,20.549918981480207,6.947388777842183,1.9895833333333333
43.06849060918134,2133.002472387569,59.686572627316146,59.686572627316146,26.202923340684833,1.0104166666666667
40.85894485976466,2120.4233747242743,41.91886863425938,41.91886863425938,8.487124340986412,0.9895833333333334
41.46765379208819,2155.017924847806,63.47066550925988,63.47066550925988,31.678946439583083,0.010416666666666666
39.78437010680377,2150.2159072493864,67.87079571759426,67.87079571759426,29.962969109347114,0.0
52.42360065016478,2367.8525140037277,63.68527488425833,63.68527488425833,39.04769709232444,0.0
41.93036149437932,2146.863392246903,67.8311255787047,67.8311255787047,30.232878250865113,0.0
53.28351776451908,2361.3596469471136,55.79744068286927,55.79744068286927,35.73365183717546,0.9895833333333334
37.40607299478546,2156.601910525343,68.20819010416717,68.20819010416717,31.52809572920172,0.010416666666666666
83.55605723560143,2244.8624470375694,15.114348958333855,15.114348958333855,14.152522360008552,1.9791666666666667
85.90056916635308,2254.143947831694,4.3807392939817715,4.3807392939817715,14.220111497581925,2.0
39.38751169490613,2156.69350781585,67.04099537036979,67.04099537036979,32.8898026474408,0.020833333333333332
43.027339599729906,2115.5787783892906,53.55285445601823,53.55285445601823,20.27445889816845,0.9895833333333334
37.40632169487136,2165.8800367125946,73.56607204861095,73.56607204861095,35.84711627020895,0.010416666666666666
41.18853607357176,2138.1279775441294,54.25370804398177,54.25370804398177,19.53937357146879,0.9895833333333334
44.878317617963866,2303.789618497461,75.28146846064688,75.28146846064688,44.01200636504547,0.010416666666666666
